MUESTRA,ID,FECHA,CP,C.A,ORIGEN,EDAD,PERRO/GATO,nº ESPECIES,RESULTADO,ESPECIE 1,ESPECIE 2,ESPECIE 3,ESTACIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,10861837,12/9/17,28942,,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7152,10861846,12/9/17,08036,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,10861848,12/9/17,28981,,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7154,10861853,12/9/17,46020,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7155,10861854,12/9/17,28036,,ZZZZ,15,1,1,"> 100.000 UFC/ml Streptococcus dysgalactiae ssp. equisimilis



",Streptococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7156,10861855,12/9/17,08028,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,10861865,12/9/17,03140,VALENCIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7158,10861866,12/9/17,08034,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7159,10861867,12/9/17,08034,CATALUÑA,M,NC,1,1,"10.000 UFC/ml Klebsiella pneumoniae


",Klebsiella,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,10862074,12/9/17,46980,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7161,655056,12/9/17,28703,,M,NC,1,2,"> 100.000 UFC/ml Escherichia coli

> 100.000 UFC/ml Enterococcus faecalis



",Enterococcus,Escherichia ,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,10548223,12/11/17,28109,,ZZZZ,NC,1,2,"> 100.000 UFC/ml Staphylococcus pseudintermedius

10.000 UFC/ml Pseudomonas fluorescens

",Pseudomonas,Staphylococcus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7163,10812630,12/11/17,08005,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7164,10812631,12/11/17,08005,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7165,10834529,12/11/17,28047,,MD,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7166,10834530,12/11/17,28047,,MD,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7167,10834679,12/11/17,28670,,MD,NC,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7168,10834685,12/11/17,28220,,MD,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7169,10846780,12/11/17,28100,,M,NC,1,1,"> 100.000 UFC/ml Staphylococcus pseudintermedius


",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7170,10861856,12/11/17,11591,ANDALUCIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7171,10861863,12/11/17,04230,ANDALUCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7172,10353726,12/12/17,18008,ANDALUCIA,ZZZZ,11,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7173,10467630,12/12/17,28046,,ZZZZ,17,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7174,10471186,12/12/17,07004,BALEARES,ZZZZ,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7175,10484103,12/12/17,28032,,ZZZZ,4,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7176,10514135,12/12/17,33203,ASTURIAS,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7177,10555271,12/12/17,28031,,ZZZZ,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7178,10556561,12/12/17,46018,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179,10557546,12/12/17,15006,GALICIA,M,NC,1,2,"> 100.000 UFC/ml Serratia odorifera

> 100.000 UFC/ml Enterococcus gallinarum

",Enterococcus,Serratia,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7180,10557549,12/12/17,15006,GALICIA,M,NC,1,1,"20.000 UFC/ml Escherichia coli


",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7181,10561629,12/12/17,46920,VALENCIA,ZZZZ,NC,1,1,"50.000 UFC/ml Staphylococcus pseudintermedius



",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7182,10603976,12/12/17,28014,,ZZZZ,15,2,1,"Escherichia coli


",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7183,10609517,12/12/17,08202,CATALUÑA,ZZZZ,12,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7184,10660598,12/12/17,28014,,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7185,10661730,12/12/17,43580,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7186,10683533,12/12/17,08917,CATALUÑA,M,NC,1,1,"10.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7187,10685278,12/12/17,28021,,ZZZZ,10,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7188,10713616,12/12/17,08024,CATALUÑA,ZZZZ,8,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7189,10715769,12/12/17,08225,CATALUÑA,ZZZZ,NC,1,1,"> 100.000 UFC/ml Staphylococcus pseudintermedius



",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7190,10728124,12/12/17,46701,VALENCIA,ZZZZ,5,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7191,10740071,12/12/17,04008,ANDALUCIA,ZZZZ,11,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,10782319,12/12/17,29649,ANDALUCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7193,10784364,12/12/17,08980,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7194,10784365,12/12/17,08980,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,10800813,12/12/17,28934,,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7196,10808210,12/12/17,20302,PAÍS VASCO,M,NC,2,1,"10.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7197,10812648,12/12/17,08034,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198,10815003,12/12/17,50180,ARAGON,ZZZZ,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7199,10827997,12/12/17,15403,GALICIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,10834552,12/12/17,28034,,MD,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7201,10836615,12/12/17,28660,,ZZZZ,1,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7202,10836621,12/12/17,28660,,ZZZZ,0,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7203,10846216,12/12/17,08812,CATALUÑA,ZZZZ,11,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204,10851559,12/12/17,08006,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205,10851560,12/12/17,08006,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7206,10851562,12/12/17,08006,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Staphylococcus pseudintermedius



",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7207,10851563,12/12/17,08006,CATALUÑA,M,NC,1,1,"20.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7208,10851564,12/12/17,08006,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7209,10851565,12/12/17,08006,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7210,10855344,12/12/17,40006,C. LEÓN,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7211,10855368,12/12/17,08720,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7212,10855369,12/12/17,08026,CATALUÑA,M,NC,2,1,"> 100.000 UFC/ml Enterococcus faecalis


",Enterococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7213,10855527,12/12/17,15200,GALICIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7214,10855556,12/12/17,41015,ANDALUCIA,M,NC,1,1,"30.000 UFC/ml Escherichia coli


",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7215,10855700,12/12/17,50600,ARAGON,ZZZZ,8,1,1,"5.000 UFC/ml Staphylococcus pseudintermedius



",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7216,10861182,12/12/17,38108,CANARIAS,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7217,10861876,12/12/17,15008,GALICIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7218,10861879,12/12/17,46980,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7219,10861881,12/12/17,46980,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220,10861891,12/12/17,03013,VALENCIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7221,10861892,12/12/17,07141,BALEARES,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7222,10861893,12/12/17,08302,CATALUÑA,M,NC,2,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7223,10861894,12/12/17,07817,BALEARES,M,NC,1,1,"20.000 UFC/ml Escherichia coli


",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7224,10861895,12/12/17,03581,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7225,10861896,12/12/17,28924,,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226,10861897,12/12/17,28924,,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7227,10861898,12/12/17,15706,GALICIA,ZZZZ,1,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7228,10861899,12/12/17,15670,GALICIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7229,10862505,12/12/17,29601,ANDALUCIA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7230,10862506,12/12/17,32710,GALICIA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7231,10862519,12/12/17,25003,CATALUÑA,M,NC,1,1,"20.000 UFC/ml Staphylococcus pseudintermedius


",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7232,10862520,12/12/17,33006,ASTURIAS,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,10862522,12/12/17,31014,NAVARRA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7234,10862525,12/12/17,03185,VALENCIA,M,NC,1,1,"30.000 UFC/ml Klebsiella pneumoniae ssp. pneumoniae


",Klebsiella,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7235,10862547,12/12/17,46183,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7236,10288438,12/13/17,28806,,ZZZZ,12,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7237,10365010,12/13/17,11311,ANDALUCIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7238,10403120,12/13/17,15179,GALICIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7239,10449269,12/13/17,28921,,ZZZZ,8,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7240,10456547,12/13/17,07004,BALEARES,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7241,10471184,12/13/17,07004,BALEARES,ZZZZ,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7242,10545081,12/13/17,41015,ANDALUCIA,M,NC,1,1,"> 100.000 UFC/ml Klebsiella pneumoniae ssp pneumoniae



",Klebsiella,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7243,10555246,12/13/17,28031,,ZZZZ,1,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7244,10557644,12/13/17,28850,,M,NC,2,1,"10.000 UFC/ml Klebsiella pneumoniae ssp. pneumoniae


",Klebsiella,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245,10557645,12/13/17,28850,,M,NC,1,1,"10.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246,10561633,12/13/17,46920,VALENCIA,ZZZZ,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247,10603972,12/13/17,28014,,ZZZZ,9,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7248,10603973,12/13/17,28014,,ZZZZ,14,2,1,"Escherichia coli


",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7249,10609204,12/13/17,17500,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250,10609520,12/13/17,08202,CATALUÑA,ZZZZ,12,1,2,"20.000 UFC/ml Escherichia coli

50.000 UFC/ML Streptococcus mutans


",Escherichia ,Streptococcus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251,10664433,12/13/17,48010,PAÍS VASCO,ZZZZ,3,1,1,"> 100.000 UFC/ml Staphylococcus pseudintermedius



",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7252,10664437,12/13/17,48010,PAÍS VASCO,ZZZZ,7,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7253,10665924,12/13/17,08025,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7254,10665925,12/13/17,08025,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7255,10679709,12/13/17,48920,PAÍS VASCO,ZZZZ,10,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7256,10710730,12/13/17,28043,,MD,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7257,10724815,12/13/17,20010,PAÍS VASCO,ZZZZ,7,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7258,10759557,12/13/17,39600,CANTABRIA,ZZZZ,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7259,10768831,12/13/17,28932,,ZZZZ,7,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7260,10828971,12/13/17,15895,GALICIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7261,10834482,12/13/17,28914,,MD,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
